pmid	relevance	IMEX	coverage	Proteins	Protein interest	Combined_score	contains_interactions	pablo_comment	biogrid	round
9560319	0.349489550487495	false	0	P01148|Q9NS75	0.39285714285714285	0.13729946626294448	yes	small-molecule-protein interaction	yes	rd2
11777942	0.249267713408801	false	2	P35658|Q9HAV4|P49790	0.028450173368824522	0.002363903220576951	yes		yes	rd2
20110263	0.249232634066354	false	0	P04035|Q07869|P37268|Q01581	0.10614772224679345	0.026455476415712054	yes	ChIP data	no	rd2
20089844	0.249163497662233	false	0	P41231|P42336	0.25826446280991733	0.0643500768755767	yes		no	rd2
15985167	0.249088653276987	false	0	P19235|P22301	0.09183673469387754	0.022875488566253908	no	structure modelling paper	no	rd2
21679465	0.24882941740866	false	0	P78504|Q9Y219	0.08893280632411067	0.02212909838614565	yes	ChIP data	no	rd2
22347420	0.248713420273278	false	1	Q13107|Q15118	0.02145002145002145	0.0026674540998850066	yes		yes	rd2
19534553	0.248561093567657	false	2		0.0	0.0	no	generic phosphorylated peptide Ips	no	rd2
28066428	0.248400133218979	false	0	Q03060|Q13469	0.021733841537588193	0.005398689133297087	yes	ChIP data	no	rd2
15911876	0.248358805232103	false	0	P02818|P18848	0.20800000000000002	0.05165863148827743	yes		no	rd2
23516550	0.2482336782588	false	1	P23246|P37231	0.010519938312403613	0.001305701491171811	yes		yes	rd2
25190485	0.100989656609764	false	1	Q9C026	0.013888888888888888	0.0007013170597900278	yes		yes	rd2
25901786	0.100350530382787	false	1	Q99683|Q9HC16	0.05135227661759671	0.0025766140974697108	yes		yes	rd2
22262461	0.100350530382787	false	1	Q96TA2	0.01818181818181818	0.0009122775489344273	yes		yes	rd2
26927068	0.100350530382787	false	0	P62877|Q06330	0.008350767085076708	0.0008380039060905678	yes	ChIP, y1h, EMSA data	no	rd2
12438421	0.100263456661138	false	0	P41240|P51451	0.019523809523809527	0.0019575246300507897	no	RETRACTED PAPER	no	rd2
25595906	0.100178618235352	false	1	Q6GQQ9|Q86VP1|Q9NQC7	0.04066099592415382	0.0020366811938775046	yes		yes	rd2
25839160	0.09975657354656	false	0	P49019|Q8TDS4	2.0	0.19951314709312	no		no	rd2
24960071	0.099665490031302	false	0	O43353|Q9H257	0.014197151105011595	0.0014149660219294213	yes	Already in IMEx	no	rd2
11877461	0.0995326280682133	false	2	Q2M2I8	0.02702702702702703	0.0008966903429568767	yes		no	rd2
27926479	0.0993953424501784	false	0	P15848|Q6UVK1	0.1625	0.016151743148153992	yes	ChIP data	no	rd2
24385911	0.0306052195588734	false	0	P47992|P51681|P61073	0.24305555555555558	0.00743876864278173	yes		no	rd2
23727861	0.0281931084673497	false	1	O95365|P48436	0.06719367588932806	0.0009471992963338831	yes		yes	rd2
24736547	0.0281931084673497	false	0	P22301|P40238	0.17142857142857143	0.00483310430868852	no		no	rd2
22272266	0.0281931084673497	false	0	P16671|Q9UBK2	0.045471769609700646	0.001281990532808626	no		no	rd2
25032869	0.0281931084673497	false	0	O75084|P63000	0.044831223628691984	0.0012639315504877238	no		no	rd2
20028516	0.0280726039385744	false	1	P11021|Q04837	0.010437812452658688	0.0001465082874843036	yes		yes	rd2
25896913	0.0261592895067475	false	0	O75533|Q86U42	0.021205174390044212	0.0005547122959102344	no		no	rd2
27581363	0.0248337119179721	false	0	P19174|Q01970	0.042559899117276166	0.0010569202739363914	yes		no	rd2
26687445	0.02378576410413	false	0	P23526|P26358|Q9UBC3	0.02680302201898703	0.0006375303590214277	yes		no	rd2
23455675	0.0195624230870009	false	1		0.0	0.0	yes		yes
